check_id,release,stage,section,entity,metric,expected,actual,unit,difference,status,method,source_document,source_page,source_url,notes,release_gate
N0695,FY 2026-27,proposed,Department rows,Library — Healthy and Safe Communities,funded positions,537,537,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0696,FY 2026-27,proposed,Department rows,Library — Healthy and Safe Communities,restated adopted operating,12419400000,12419400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0697,FY 2026-27,proposed,Department rows,Library — Healthy and Safe Communities,restated adopted positions,537,537,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0698,FY 2026-27,proposed,Department rows,"Parks, Recreation and Open Spaces — Healthy and Safe Communities",source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","113, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0699,FY 2026-27,proposed,Department rows,"Parks, Recreation and Open Spaces — Healthy and Safe Communities",operating budget,28786100000,28786100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",113,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0700,FY 2026-27,proposed,Department rows,"Parks, Recreation and Open Spaces — Healthy and Safe Communities",capital budget,7475700000,7475700000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0701,FY 2026-27,proposed,Department rows,"Parks, Recreation and Open Spaces — Healthy and Safe Communities",total budget,36261800000,36261800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","113, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0702,FY 2026-27,proposed,Department rows,"Parks, Recreation and Open Spaces — Healthy and Safe Communities",funded positions,1509,1509,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",113,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0703,FY 2026-27,proposed,Department rows,"Parks, Recreation and Open Spaces — Healthy and Safe Communities",restated adopted operating,30127700000,30127700000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",113,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0704,FY 2026-27,proposed,Department rows,"Parks, Recreation and Open Spaces — Healthy and Safe Communities",restated adopted positions,1571,1571,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",113,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0705,FY 2026-27,proposed,Department rows,Animal Services — Healthy and Safe Communities,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","111, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0706,FY 2026-27,proposed,Department rows,Animal Services — Healthy and Safe Communities,operating budget,4476200000,4476200000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0707,FY 2026-27,proposed,Department rows,Animal Services — Healthy and Safe Communities,capital budget,800000000,800000000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0708,FY 2026-27,proposed,Department rows,Animal Services — Healthy and Safe Communities,total budget,5276200000,5276200000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","111, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0709,FY 2026-27,proposed,Department rows,Animal Services — Healthy and Safe Communities,funded positions,293,293,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0710,FY 2026-27,proposed,Department rows,Animal Services — Healthy and Safe Communities,restated adopted operating,4345900000,4345900000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0711,FY 2026-27,proposed,Department rows,Animal Services — Healthy and Safe Communities,restated adopted positions,304,304,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0712,FY 2026-27,proposed,Department rows,Community Services Department — Healthy and Safe Communities,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","111, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0713,FY 2026-27,proposed,Department rows,Community Services Department — Healthy and Safe Communities,operating budget,21222000000,21222000000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0714,FY 2026-27,proposed,Department rows,Community Services Department — Healthy and Safe Communities,capital budget,559400000,559400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0715,FY 2026-27,proposed,Department rows,Community Services Department — Healthy and Safe Communities,total budget,21781400000,21781400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","111, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0716,FY 2026-27,proposed,Department rows,Community Services Department — Healthy and Safe Communities,funded positions,698,698,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0717,FY 2026-27,proposed,Department rows,Community Services Department — Healthy and Safe Communities,restated adopted operating,20380000000,20380000000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0718,FY 2026-27,proposed,Department rows,Community Services Department — Healthy and Safe Communities,restated adopted positions,733,733,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",111,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0719,FY 2026-27,proposed,Department rows,Homeless Trust — Healthy and Safe Communities,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","112, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0720,FY 2026-27,proposed,Department rows,Homeless Trust — Healthy and Safe Communities,operating budget,11755500000,11755500000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0721,FY 2026-27,proposed,Department rows,Homeless Trust — Healthy and Safe Communities,capital budget,788800000,788800000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0722,FY 2026-27,proposed,Department rows,Homeless Trust — Healthy and Safe Communities,total budget,12544300000,12544300000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H","112, 144",https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0723,FY 2026-27,proposed,Department rows,Homeless Trust — Healthy and Safe Communities,funded positions,29,29,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0724,FY 2026-27,proposed,Department rows,Homeless Trust — Healthy and Safe Communities,restated adopted operating,10502500000,10502500000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0725,FY 2026-27,proposed,Department rows,Homeless Trust — Healthy and Safe Communities,restated adopted positions,29,29,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0726,FY 2026-27,proposed,Department rows,Information and Technology — Healthy and Safe Communities,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0727,FY 2026-27,proposed,Department rows,Information and Technology — Healthy and Safe Communities,operating budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0728,FY 2026-27,proposed,Department rows,Information and Technology — Healthy and Safe Communities,capital budget,1354400000,1354400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0729,FY 2026-27,proposed,Department rows,Information and Technology — Healthy and Safe Communities,total budget,1354400000,1354400000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0730,FY 2026-27,proposed,Department rows,Information and Technology — Healthy and Safe Communities,restated adopted operating,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0731,FY 2026-27,proposed,Department rows,People and Internal Operations — Healthy and Safe Communities,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0732,FY 2026-27,proposed,Department rows,People and Internal Operations — Healthy and Safe Communities,operating budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0733,FY 2026-27,proposed,Department rows,People and Internal Operations — Healthy and Safe Communities,capital budget,12940100000,12940100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0734,FY 2026-27,proposed,Department rows,People and Internal Operations — Healthy and Safe Communities,total budget,12940100000,12940100000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",144,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0735,FY 2026-27,proposed,Department rows,People and Internal Operations — Healthy and Safe Communities,restated adopted operating,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0736,FY 2026-27,proposed,Department rows,Legal Aid — Healthy and Safe Communities,source row present,1,1,record,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0737,FY 2026-27,proposed,Department rows,Legal Aid — Healthy and Safe Communities,operating budget,911200000,911200000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0738,FY 2026-27,proposed,Department rows,Legal Aid — Healthy and Safe Communities,capital budget,0,0,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0739,FY 2026-27,proposed,Department rows,Legal Aid — Healthy and Safe Communities,total budget,911200000,911200000,cents,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
N0740,FY 2026-27,proposed,Department rows,Legal Aid — Healthy and Safe Communities,funded positions,57,57,positions,0,PASS,fresh coordinate extraction → database,"Proposed Volume 1, Appendix A / H",112,https://www.miamidade.gov/resources/budget/fy-26-27/proposed/volume-1-bookmarks.pdf,,True
